file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
myco.03.02.f.R1.filt.fastq.gz	FASTQ	DNA	1350	318825	90	236.2	278
myco.03.02.f.R2.filt.fastq.gz	FASTQ	DNA	1350	239139	90	177.1	230
myco.03.02.g.R1.filt.fastq.gz	FASTQ	DNA	1669	395190	90	236.8	278
myco.03.02.g.R2.filt.fastq.gz	FASTQ	DNA	1669	302016	90	181.0	230
myco.03.03.a.R1.filt.fastq.gz	FASTQ	DNA	1475	331110	92	224.5	278
myco.03.02.h.R1.filt.fastq.gz	FASTQ	DNA	12540	2663340	90	212.4	278
myco.03.03.a.R2.filt.fastq.gz	FASTQ	DNA	1475	240276	90	162.9	230
myco.03.03.b.R1.filt.fastq.gz	FASTQ	DNA	610	136321	90	223.5	278
myco.03.02.h.R2.filt.fastq.gz	FASTQ	DNA	12540	2179510	90	173.8	230
myco.03.03.c.R1.filt.fastq.gz	FASTQ	DNA	3658	811231	90	221.8	278
myco.03.03.d.R1.filt.fastq.gz	FASTQ	DNA	6045	1277739	90	211.4	278
myco.03.03.c.R2.filt.fastq.gz	FASTQ	DNA	3658	602637	90	164.7	230
myco.03.03.d.R2.filt.fastq.gz	FASTQ	DNA	6045	998783	90	165.2	230
myco.03.03.e.R2.filt.fastq.gz	FASTQ	DNA	5222	920110	90	176.2	230
myco.03.03.e.R1.filt.fastq.gz	FASTQ	DNA	5222	1193042	91	228.5	278
myco.03.03.f.R1.filt.fastq.gz	FASTQ	DNA	6787	1592544	90	234.6	278
myco.03.03.f.R2.filt.fastq.gz	FASTQ	DNA	6787	1206223	90	177.7	230
myco.03.03.g.R1.filt.fastq.gz	FASTQ	DNA	9886	2363435	90	239.1	278
myco.03.03.g.R2.filt.fastq.gz	FASTQ	DNA	9886	1757627	90	177.8	230
myco.03.03.h.R1.filt.fastq.gz	FASTQ	DNA	13303	3119015	90	234.5	278
myco.03.03.h.R2.filt.fastq.gz	FASTQ	DNA	13303	2392718	90	179.9	230
myco.03.04.a.R1.filt.fastq.gz	FASTQ	DNA	4560	976577	90	214.2	278
myco.03.04.a.R2.filt.fastq.gz	FASTQ	DNA	4560	706449	90	154.9	230
myco.03.04.c.R2.filt.fastq.gz	FASTQ	DNA	1797	287888	90	160.2	230
myco.03.04.c.R1.filt.fastq.gz	FASTQ	DNA	1797	402227	90	223.8	278
myco.03.04.b.R2.filt.fastq.gz	FASTQ	DNA	5546	980689	90	176.8	230
myco.03.04.b.R1.filt.fastq.gz	FASTQ	DNA	5546	1284995	90	231.7	278
myco.03.04.d.R2.filt.fastq.gz	FASTQ	DNA	4084	668822	90	163.8	230
myco.03.04.d.R1.filt.fastq.gz	FASTQ	DNA	4084	928692	90	227.4	278
myco.03.04.e.R2.filt.fastq.gz	FASTQ	DNA	9582	1680097	90	175.3	230
myco.03.04.e.R1.filt.fastq.gz	FASTQ	DNA	9582	2319497	90	242.1	278
myco.03.04.g.R2.filt.fastq.gz	FASTQ	DNA	6115	1023462	90	167.4	230
myco.03.04.g.R1.filt.fastq.gz	FASTQ	DNA	6115	1459090	90	238.6	278
myco.03.04.f.R2.filt.fastq.gz	FASTQ	DNA	14265	2569855	90	180.2	230
myco.03.04.f.R1.filt.fastq.gz	FASTQ	DNA	14265	3337492	90	234.0	278
myco.03.05.a.R1.filt.fastq.gz	FASTQ	DNA	5001	1171518	90	234.3	278
myco.03.04.h.R1.filt.fastq.gz	FASTQ	DNA	11155	2701423	90	242.2	278
myco.03.05.b.R1.filt.fastq.gz	FASTQ	DNA	1113	255463	90	229.5	278
myco.03.04.h.R2.filt.fastq.gz	FASTQ	DNA	11155	2008494	90	180.1	230
myco.03.05.b.R2.filt.fastq.gz	FASTQ	DNA	1113	184722	90	166.0	230
myco.03.05.a.R2.filt.fastq.gz	FASTQ	DNA	5001	851624	90	170.3	230
myco.03.05.d.R1.filt.fastq.gz	FASTQ	DNA	2678	605811	90	226.2	278
myco.03.05.d.R2.filt.fastq.gz	FASTQ	DNA	2678	435471	90	162.6	230
myco.03.05.c.R1.filt.fastq.gz	FASTQ	DNA	5131	1156317	90	225.4	278
myco.03.05.c.R2.filt.fastq.gz	FASTQ	DNA	5131	895600	90	174.5	230
myco.03.05.e.R2.filt.fastq.gz	FASTQ	DNA	10068	1729115	90	171.7	230
myco.03.05.f.R1.filt.fastq.gz	FASTQ	DNA	13017	2748104	90	211.1	278
myco.03.05.f.R2.filt.fastq.gz	FASTQ	DNA	13017	2169694	90	166.7	230
myco.03.05.e.R1.filt.fastq.gz	FASTQ	DNA	10068	2244918	90	223.0	278
myco.03.05.g.R1.filt.fastq.gz	FASTQ	DNA	9728	2328300	90	239.3	278
myco.03.05.h.R2.filt.fastq.gz	FASTQ	DNA	5864	1039289	90	177.2	230
myco.03.05.g.R2.filt.fastq.gz	FASTQ	DNA	9728	1794799	90	184.5	230
myco.03.05.h.R1.filt.fastq.gz	FASTQ	DNA	5864	1390634	90	237.1	278
myco.03.06.a.R1.filt.fastq.gz	FASTQ	DNA	8230	1856692	90	225.6	278
myco.03.06.b.R1.filt.fastq.gz	FASTQ	DNA	5276	1188614	90	225.3	278
myco.03.06.b.R2.filt.fastq.gz	FASTQ	DNA	5276	861212	90	163.2	230
myco.03.06.a.R2.filt.fastq.gz	FASTQ	DNA	8230	1338261	90	162.6	230
myco.03.06.c.R1.filt.fastq.gz	FASTQ	DNA	2738	606542	90	221.5	278
myco.03.06.c.R2.filt.fastq.gz	FASTQ	DNA	2738	457642	90	167.1	230
myco.03.06.d.R1.filt.fastq.gz	FASTQ	DNA	3617	818444	90	226.3	278
myco.03.06.d.R2.filt.fastq.gz	FASTQ	DNA	3617	604814	90	167.2	230
myco.03.06.e.R1.filt.fastq.gz	FASTQ	DNA	9921	2295195	90	231.3	278
myco.03.06.e.R2.filt.fastq.gz	FASTQ	DNA	9921	1751586	90	176.6	230
myco.03.06.g.R1.filt.fastq.gz	FASTQ	DNA	2998	722658	90	241.0	278
myco.03.06.f.R1.filt.fastq.gz	FASTQ	DNA	15876	3668244	90	231.1	278
myco.03.06.g.R2.filt.fastq.gz	FASTQ	DNA	2998	540277	90	180.2	230
myco.03.06.f.R2.filt.fastq.gz	FASTQ	DNA	15876	2823339	90	177.8	230
myco.03.07.a.R1.filt.fastq.gz	FASTQ	DNA	8480	2035197	90	240.0	278
myco.03.06.h.R1.filt.fastq.gz	FASTQ	DNA	13625	3275200	90	240.4	278
myco.03.07.a.R2.filt.fastq.gz	FASTQ	DNA	8480	1500197	90	176.9	230
myco.03.06.h.R2.filt.fastq.gz	FASTQ	DNA	13625	2526349	90	185.4	230
myco.03.07.b.R1.filt.fastq.gz	FASTQ	DNA	4330	1044989	90	241.3	278
myco.03.07.b.R2.filt.fastq.gz	FASTQ	DNA	4330	748208	90	172.8	230
myco.03.07.c.R1.filt.fastq.gz	FASTQ	DNA	4986	1167431	90	234.1	278
myco.03.07.e.R1.filt.fastq.gz	FASTQ	DNA	3	734	203	244.7	275
myco.03.07.c.R2.filt.fastq.gz	FASTQ	DNA	4986	872707	90	175.0	230
myco.03.07.e.R2.filt.fastq.gz	FASTQ	DNA	3	405	90	135.0	162
myco.03.07.d.R1.filt.fastq.gz	FASTQ	DNA	10296	2396783	90	232.8	278
myco.03.07.d.R2.filt.fastq.gz	FASTQ	DNA	10296	1773989	90	172.3	230
myco.03.07.f.R1.filt.fastq.gz	FASTQ	DNA	7746	1574982	90	203.3	278
myco.03.07.g.R1.filt.fastq.gz	FASTQ	DNA	1654	333000	90	201.3	278
myco.03.07.g.R2.filt.fastq.gz	FASTQ	DNA	1654	279587	90	169.0	230
myco.03.07.f.R2.filt.fastq.gz	FASTQ	DNA	7746	1284411	90	165.8	230
myco.03.07.h.R2.filt.fastq.gz	FASTQ	DNA	4787	807515	90	168.7	230
myco.03.07.h.R1.filt.fastq.gz	FASTQ	DNA	4787	968574	90	202.3	278
myco.03.08.a.R2.filt.fastq.gz	FASTQ	DNA	9168	1580716	90	172.4	230
myco.03.08.a.R1.filt.fastq.gz	FASTQ	DNA	9168	2112025	90	230.4	278
myco.03.08.b.R1.filt.fastq.gz	FASTQ	DNA	4979	1160315	90	233.0	278
myco.03.08.b.R2.filt.fastq.gz	FASTQ	DNA	4979	829802	90	166.7	230
myco.03.08.c.R1.filt.fastq.gz	FASTQ	DNA	6717	1598463	90	238.0	278
myco.03.08.d.R2.filt.fastq.gz	FASTQ	DNA	5615	987005	90	175.8	230
myco.03.08.c.R2.filt.fastq.gz	FASTQ	DNA	6717	1199912	90	178.6	230
myco.03.08.d.R1.filt.fastq.gz	FASTQ	DNA	5615	1358857	90	242.0	278
myco.03.08.e.R1.filt.fastq.gz	FASTQ	DNA	5041	984663	90	195.3	278
myco.03.08.e.R2.filt.fastq.gz	FASTQ	DNA	5041	872336	90	173.0	230
myco.03.08.f.R1.filt.fastq.gz	FASTQ	DNA	8755	1708949	90	195.2	278
myco.03.08.g.R1.filt.fastq.gz	FASTQ	DNA	2791	552847	90	198.1	278
myco.03.08.f.R2.filt.fastq.gz	FASTQ	DNA	8755	1449788	90	165.6	230
myco.03.08.g.R2.filt.fastq.gz	FASTQ	DNA	2791	452856	90	162.3	230
myco.03.08.h.R1.filt.fastq.gz	FASTQ	DNA	3083	621637	90	201.6	278
myco.03.08.h.R2.filt.fastq.gz	FASTQ	DNA	3083	487754	90	158.2	230
myco.03.09.a.R1.filt.fastq.gz	FASTQ	DNA	10765	2393498	90	222.3	278
myco.03.09.a.R2.filt.fastq.gz	FASTQ	DNA	10765	1786878	90	166.0	230
myco.03.09.b.R2.filt.fastq.gz	FASTQ	DNA	9740	1808989	90	185.7	230
myco.03.09.b.R1.filt.fastq.gz	FASTQ	DNA	9740	2353713	90	241.7	278
myco.03.09.c.R2.filt.fastq.gz	FASTQ	DNA	6301	1067839	90	169.5	230
myco.03.09.c.R1.filt.fastq.gz	FASTQ	DNA	6301	1517777	90	240.9	278
myco.03.09.e.R1.filt.fastq.gz	FASTQ	DNA	4961	977472	90	197.0	278
myco.03.09.d.R1.filt.fastq.gz	FASTQ	DNA	8685	2050074	90	236.0	278
myco.03.09.e.R2.filt.fastq.gz	FASTQ	DNA	4961	840580	90	169.4	230
myco.03.09.d.R2.filt.fastq.gz	FASTQ	DNA	8685	1556432	90	179.2	230
myco.03.09.f.R1.filt.fastq.gz	FASTQ	DNA	6384	1366752	90	214.1	278
myco.03.09.g.R1.filt.fastq.gz	FASTQ	DNA	2897	578770	90	199.8	278
myco.03.09.g.R2.filt.fastq.gz	FASTQ	DNA	2897	476442	90	164.5	230
myco.03.09.f.R2.filt.fastq.gz	FASTQ	DNA	6384	1111685	90	174.1	230
myco.03.10.a.R1.filt.fastq.gz	FASTQ	DNA	4167	1003207	90	240.8	278
myco.03.09.h.R1.filt.fastq.gz	FASTQ	DNA	5365	1114770	90	207.8	278
myco.03.10.a.R2.filt.fastq.gz	FASTQ	DNA	4167	711607	90	170.8	230
myco.03.09.h.R2.filt.fastq.gz	FASTQ	DNA	5365	889314	90	165.8	230
myco.03.10.c.R2.filt.fastq.gz	FASTQ	DNA	3512	600476	90	171.0	230
myco.03.10.c.R1.filt.fastq.gz	FASTQ	DNA	3512	843331	90	240.1	278
myco.03.10.d.R2.filt.fastq.gz	FASTQ	DNA	7214	1166437	90	161.7	230
myco.03.10.d.R1.filt.fastq.gz	FASTQ	DNA	7214	1692741	91	234.6	278
myco.03.10.b.R1.filt.fastq.gz	FASTQ	DNA	19285	4233956	90	219.5	278
myco.03.10.e.R1.filt.fastq.gz	FASTQ	DNA	4201	868393	90	206.7	278
myco.03.10.e.R2.filt.fastq.gz	FASTQ	DNA	4201	711532	90	169.4	230
myco.03.10.f.R1.filt.fastq.gz	FASTQ	DNA	2679	528337	90	197.2	278
myco.03.10.g.R1.filt.fastq.gz	FASTQ	DNA	2400	451737	90	188.2	278
myco.03.10.f.R2.filt.fastq.gz	FASTQ	DNA	2679	433648	90	161.9	230
myco.03.10.g.R2.filt.fastq.gz	FASTQ	DNA	2400	401927	90	167.5	230
myco.03.10.h.R1.filt.fastq.gz	FASTQ	DNA	11184	2544907	90	227.5	278
myco.03.11.a.R2.filt.fastq.gz	FASTQ	DNA	4118	703249	90	170.8	230
myco.03.11.a.R1.filt.fastq.gz	FASTQ	DNA	4118	991138	90	240.7	278
myco.03.10.h.R2.filt.fastq.gz	FASTQ	DNA	11184	1870872	90	167.3	230
myco.03.11.b.R1.filt.fastq.gz	FASTQ	DNA	9033	2178603	90	241.2	278
myco.03.11.b.R2.filt.fastq.gz	FASTQ	DNA	9033	1564812	90	173.2	230
myco.03.11.c.R2.filt.fastq.gz	FASTQ	DNA	9204	1594334	90	173.2	230
myco.03.11.c.R1.filt.fastq.gz	FASTQ	DNA	9204	2203921	90	239.5	278
myco.03.11.d.R1.filt.fastq.gz	FASTQ	DNA	6606	1595873	90	241.6	278
myco.03.11.e.R1.filt.fastq.gz	FASTQ	DNA	5214	1034912	90	198.5	278
myco.03.11.e.R2.filt.fastq.gz	FASTQ	DNA	5214	899473	90	172.5	230
myco.03.11.d.R2.filt.fastq.gz	FASTQ	DNA	6606	1174745	90	177.8	230
myco.03.11.g.R1.filt.fastq.gz	FASTQ	DNA	3323	675259	90	203.2	278
myco.03.11.g.R2.filt.fastq.gz	FASTQ	DNA	3323	558328	90	168.0	230
myco.03.11.f.R2.filt.fastq.gz	FASTQ	DNA	10557	1887685	90	178.8	230
myco.03.11.f.R1.filt.fastq.gz	FASTQ	DNA	10557	2245039	90	212.7	278
myco.03.12.a.R2.filt.fastq.gz	FASTQ	DNA	1070	196902	90	184.0	230
myco.03.11.h.R1.filt.fastq.gz	FASTQ	DNA	5900	1212849	90	205.6	278
myco.03.12.a.R1.filt.fastq.gz	FASTQ	DNA	1070	267338	90	249.8	278
myco.03.11.h.R2.filt.fastq.gz	FASTQ	DNA	5900	989147	90	167.7	230
myco.03.12.b.R1.filt.fastq.gz	FASTQ	DNA	7285	1747571	90	239.9	278
myco.03.12.b.R2.filt.fastq.gz	FASTQ	DNA	7285	1304557	90	179.1	230
myco.03.12.c.R2.filt.fastq.gz	FASTQ	DNA	9199	1589643	90	172.8	230
myco.03.12.c.R1.filt.fastq.gz	FASTQ	DNA	9199	2216600	90	241.0	278
myco.03.12.e.R1.filt.fastq.gz	FASTQ	DNA	7542	1503280	90	199.3	278
myco.03.12.f.R1.filt.fastq.gz	FASTQ	DNA	3945	799021	90	202.5	278
myco.03.12.f.R2.filt.fastq.gz	FASTQ	DNA	3945	686563	90	174.0	230
myco.03.12.e.R2.filt.fastq.gz	FASTQ	DNA	7542	1256986	90	166.7	230
myco.03.12.g.R1.filt.fastq.gz	FASTQ	DNA	4007	713056	90	178.0	278
myco.03.12.g.R2.filt.fastq.gz	FASTQ	DNA	4007	673732	90	168.1	230
myco.04.01.a.R1.filt.fastq.gz	FASTQ	DNA	2268	545365	90	240.5	278
myco.04.01.a.R2.filt.fastq.gz	FASTQ	DNA	2268	414112	90	182.6	230
myco.03.12.h.R1.filt.fastq.gz	FASTQ	DNA	16440	3368322	90	204.9	278
myco.03.12.h.R2.filt.fastq.gz	FASTQ	DNA	16440	2918106	90	177.5	230
myco.04.01.c.R1.filt.fastq.gz	FASTQ	DNA	5173	1201086	90	232.2	278
myco.04.01.b.R1.filt.fastq.gz	FASTQ	DNA	11573	2721631	90	235.2	278
myco.04.01.c.R2.filt.fastq.gz	FASTQ	DNA	5173	915293	90	176.9	230
myco.04.01.b.R2.filt.fastq.gz	FASTQ	DNA	11573	1971155	90	170.3	230
myco.04.01.e.R1.filt.fastq.gz	FASTQ	DNA	5292	1132919	90	214.1	278
myco.04.01.d.R2.filt.fastq.gz	FASTQ	DNA	11273	2012058	90	178.5	230
myco.04.01.e.R2.filt.fastq.gz	FASTQ	DNA	5292	902691	90	170.6	230
myco.04.01.d.R1.filt.fastq.gz	FASTQ	DNA	11273	2636558	90	233.9	278
myco.04.01.f.R2.filt.fastq.gz	FASTQ	DNA	2139	375969	90	175.8	230
myco.04.01.f.R1.filt.fastq.gz	FASTQ	DNA	2139	481593	90	225.1	278
myco.04.01.h.R1.filt.fastq.gz	FASTQ	DNA	3	690	181	230.0	274
myco.04.01.h.R2.filt.fastq.gz	FASTQ	DNA	3	476	133	158.7	194
myco.04.01.g.R1.filt.fastq.gz	FASTQ	DNA	10975	2360380	90	215.1	278
myco.04.02.a.R1.filt.fastq.gz	FASTQ	DNA	4666	1059149	90	227.0	278
myco.04.02.a.R2.filt.fastq.gz	FASTQ	DNA	4666	811907	90	174.0	230
myco.04.01.g.R2.filt.fastq.gz	FASTQ	DNA	10975	1988583	90	181.2	230
myco.04.02.c.R1.filt.fastq.gz	FASTQ	DNA	6249	1466393	90	234.7	278
myco.04.02.c.R2.filt.fastq.gz	FASTQ	DNA	6249	1071375	90	171.4	230
myco.04.02.b.R1.filt.fastq.gz	FASTQ	DNA	12268	2835204	90	231.1	278
myco.04.02.b.R2.filt.fastq.gz	FASTQ	DNA	12268	2094102	90	170.7	230
myco.04.02.d.R1.filt.fastq.gz	FASTQ	DNA	4590	1094707	90	238.5	278
myco.04.02.e.R1.filt.fastq.gz	FASTQ	DNA	1545	346080	90	224.0	278
myco.04.02.e.R2.filt.fastq.gz	FASTQ	DNA	1545	250628	90	162.2	230
myco.04.02.d.R2.filt.fastq.gz	FASTQ	DNA	4590	808852	90	176.2	230
myco.04.02.f.R2.filt.fastq.gz	FASTQ	DNA	6109	1068725	90	174.9	230
myco.04.02.g.R2.filt.fastq.gz	FASTQ	DNA	3573	607994	90	170.2	230
myco.04.02.g.R1.filt.fastq.gz	FASTQ	DNA	3573	777555	90	217.6	278
myco.04.02.f.R1.filt.fastq.gz	FASTQ	DNA	6109	1301479	90	213.0	278
myco.04.02.h.R1.filt.fastq.gz	FASTQ	DNA	3371	693531	90	205.7	278
myco.04.02.h.R2.filt.fastq.gz	FASTQ	DNA	3371	602013	90	178.6	230
myco.04.03.a.R1.filt.fastq.gz	FASTQ	DNA	7123	1679773	90	235.8	278
myco.04.03.a.R2.filt.fastq.gz	FASTQ	DNA	7123	1249289	90	175.4	230
myco.04.03.c.R2.filt.fastq.gz	FASTQ	DNA	7045	1233038	90	175.0	230
myco.04.03.c.R1.filt.fastq.gz	FASTQ	DNA	7045	1664201	90	236.2	278
myco.04.03.b.R2.filt.fastq.gz	FASTQ	DNA	12296	2097961	90	170.6	230
myco.04.03.b.R1.filt.fastq.gz	FASTQ	DNA	12296	2812444	90	228.7	278
myco.04.03.d.R1.filt.fastq.gz	FASTQ	DNA	5341	1252594	90	234.5	278
myco.04.03.d.R2.filt.fastq.gz	FASTQ	DNA	5341	926589	90	173.5	230
myco.04.03.e.R1.filt.fastq.gz	FASTQ	DNA	2843	623603	90	219.3	278
myco.04.03.e.R2.filt.fastq.gz	FASTQ	DNA	2843	506451	90	178.1	230
myco.04.03.f.R1.filt.fastq.gz	FASTQ	DNA	6942	1490963	90	214.8	278
myco.04.03.f.R2.filt.fastq.gz	FASTQ	DNA	6942	1175206	90	169.3	230
myco.04.03.g.R2.filt.fastq.gz	FASTQ	DNA	9904	1802899	90	182.0	230
myco.04.03.h.R1.filt.fastq.gz	FASTQ	DNA	10037	2035723	90	202.8	278
myco.04.03.g.R1.filt.fastq.gz	FASTQ	DNA	9904	2102389	90	212.3	278
myco.04.03.h.R2.filt.fastq.gz	FASTQ	DNA	10037	1770392	90	176.4	230
myco.04.04.a.R1.filt.fastq.gz	FASTQ	DNA	21068	5030935	90	238.8	278
myco.04.04.a.R2.filt.fastq.gz	FASTQ	DNA	21068	3832199	90	181.9	230
myco.04.04.b.R1.filt.fastq.gz	FASTQ	DNA	20858	4932130	90	236.5	278
myco.04.04.c.R1.filt.fastq.gz	FASTQ	DNA	3767	882285	90	234.2	278
myco.04.04.b.R2.filt.fastq.gz	FASTQ	DNA	20858	3814298	90	182.9	230
myco.04.04.e.R1.filt.fastq.gz	FASTQ	DNA	6429	1459056	90	226.9	278
myco.04.04.c.R2.filt.fastq.gz	FASTQ	DNA	3767	666840	90	177.0	230
myco.04.04.d.R1.filt.fastq.gz	FASTQ	DNA	9021	2065062	90	228.9	278
myco.04.04.d.R2.filt.fastq.gz	FASTQ	DNA	9021	1565759	90	173.6	230
myco.04.04.f.R1.filt.fastq.gz	FASTQ	DNA	4802	1079743	90	224.9	278
myco.04.04.f.R2.filt.fastq.gz	FASTQ	DNA	4802	818714	90	170.5	230
myco.04.04.e.R2.filt.fastq.gz	FASTQ	DNA	6429	1137486	90	176.9	230
myco.04.04.g.R2.filt.fastq.gz	FASTQ	DNA	2364	414726	90	175.4	230
myco.04.04.g.R1.filt.fastq.gz	FASTQ	DNA	2364	521462	90	220.6	278
myco.04.04.h.R1.filt.fastq.gz	FASTQ	DNA	3286	751959	90	228.8	278
myco.04.04.h.R2.filt.fastq.gz	FASTQ	DNA	3286	564450	90	171.8	230
myco.04.05.a.R2.filt.fastq.gz	FASTQ	DNA	3327	574107	90	172.6	230
myco.04.05.a.R1.filt.fastq.gz	FASTQ	DNA	3327	787356	90	236.7	278
myco.04.05.b.R1.filt.fastq.gz	FASTQ	DNA	6065	1400420	90	230.9	278
myco.04.05.b.R2.filt.fastq.gz	FASTQ	DNA	6065	1054412	90	173.9	230
myco.04.05.d.R1.filt.fastq.gz	FASTQ	DNA	858	160454	90	187.0	278
myco.04.05.d.R2.filt.fastq.gz	FASTQ	DNA	858	133628	90	155.7	230
myco.04.05.e.R1.filt.fastq.gz	FASTQ	DNA	927	207719	91	224.1	278
myco.04.05.c.R1.filt.fastq.gz	FASTQ	DNA	10630	2477876	90	233.1	278
myco.04.05.e.R2.filt.fastq.gz	FASTQ	DNA	927	172120	90	185.7	230
myco.04.05.c.R2.filt.fastq.gz	FASTQ	DNA	10630	1849211	90	174.0	230
myco.04.05.f.R1.filt.fastq.gz	FASTQ	DNA	4251	978541	90	230.2	278
myco.04.05.f.R2.filt.fastq.gz	FASTQ	DNA	4251	746228	90	175.5	230
myco.04.05.g.R2.filt.fastq.gz	FASTQ	DNA	4695	810660	90	172.7	230
myco.04.05.g.R1.filt.fastq.gz	FASTQ	DNA	4695	1004438	90	213.9	278
myco.04.05.h.R2.filt.fastq.gz	FASTQ	DNA	4082	715930	90	175.4	230
myco.04.05.h.R1.filt.fastq.gz	FASTQ	DNA	4082	893326	90	218.8	278
myco.04.06.a.R1.filt.fastq.gz	FASTQ	DNA	5309	1186026	90	223.4	278
myco.04.06.a.R2.filt.fastq.gz	FASTQ	DNA	5309	902758	90	170.0	230
myco.04.06.b.R2.filt.fastq.gz	FASTQ	DNA	8299	1490701	90	179.6	230
myco.04.06.c.R1.filt.fastq.gz	FASTQ	DNA	8369	1975059	90	236.0	278
myco.04.06.b.R1.filt.fastq.gz	FASTQ	DNA	8299	1899824	90	228.9	278
myco.04.06.c.R2.filt.fastq.gz	FASTQ	DNA	8369	1474979	90	176.2	230
myco.04.06.d.R1.filt.fastq.gz	FASTQ	DNA	6858	1621847	90	236.5	278
myco.04.06.d.R2.filt.fastq.gz	FASTQ	DNA	6858	1185696	90	172.9	230
myco.04.06.e.R1.filt.fastq.gz	FASTQ	DNA	7049	1509360	90	214.1	278
myco.04.06.f.R2.filt.fastq.gz	FASTQ	DNA	754	135519	90	179.7	230
myco.04.06.f.R1.filt.fastq.gz	FASTQ	DNA	754	157028	90	208.3	278
myco.04.06.e.R2.filt.fastq.gz	FASTQ	DNA	7049	1210166	90	171.7	230
myco.04.06.g.R1.filt.fastq.gz	FASTQ	DNA	3546	784239	90	221.2	278
myco.04.06.g.R2.filt.fastq.gz	FASTQ	DNA	3546	617166	90	174.0	230
myco.04.06.h.R1.filt.fastq.gz	FASTQ	DNA	7066	1495171	90	211.6	278
myco.04.06.h.R2.filt.fastq.gz	FASTQ	DNA	7066	1240264	90	175.5	230
myco.04.07.b.R1.filt.fastq.gz	FASTQ	DNA	8101	1978318	90	244.2	278
myco.04.07.a.R2.filt.fastq.gz	FASTQ	DNA	8978	1474344	90	164.2	230
myco.04.07.a.R1.filt.fastq.gz	FASTQ	DNA	8978	2167838	90	241.5	278
myco.04.07.b.R2.filt.fastq.gz	FASTQ	DNA	8101	1397551	90	172.5	230
myco.04.07.c.R1.filt.fastq.gz	FASTQ	DNA	8827	2124842	90	240.7	278
myco.04.07.c.R2.filt.fastq.gz	FASTQ	DNA	8827	1511992	90	171.3	230
myco.04.07.d.R1.filt.fastq.gz	FASTQ	DNA	6145	1494254	90	243.2	278
myco.04.07.d.R2.filt.fastq.gz	FASTQ	DNA	6145	1017090	90	165.5	230
myco.04.07.e.R2.filt.fastq.gz	FASTQ	DNA	3869	678549	90	175.4	230
myco.04.07.e.R1.filt.fastq.gz	FASTQ	DNA	3869	933718	90	241.3	278
myco.04.07.g.R1.filt.fastq.gz	FASTQ	DNA	7420	1794529	90	241.9	278
myco.04.07.g.R2.filt.fastq.gz	FASTQ	DNA	7420	1284649	90	173.1	230
myco.04.07.f.R1.filt.fastq.gz	FASTQ	DNA	11835	2910320	90	245.9	278
myco.04.07.f.R2.filt.fastq.gz	FASTQ	DNA	11835	2126133	90	179.6	230
myco.04.07.h.R2.filt.fastq.gz	FASTQ	DNA	5311	894277	90	168.4	230
myco.04.07.h.R1.filt.fastq.gz	FASTQ	DNA	5311	1282541	90	241.5	278
myco.04.08.a.R1.filt.fastq.gz	FASTQ	DNA	7398	1788497	90	241.8	278
myco.04.08.a.R2.filt.fastq.gz	FASTQ	DNA	7398	1283718	90	173.5	230
